Id,Price
725,154169.88477925243
15856,220229.24260361306
5480,262481.9079968423
15664,348176.4591659482
14275,137472.66309591086
7633,222385.01096245553
13329,172480.7726876114
5502,213618.7479086236
4220,298164.6392005788
11538,200069.95939161122
15975,265416.3105562709
3310,224561.7094544172
9286,150873.88664180518
11260,197504.840843554
5214,108389.28347840092
11307,178147.14473750076
13543,379287.06515426986
615,163832.3474887617
3495,216668.27612963025
2321,226472.53034412803
12046,191455.8467557839
16688,138022.88560890508
12694,220271.9955412269
783,144138.1660950373
8968,167188.30280377847
13454,179275.71831744447
12190,258153.46551867796
11160,108708.1336904838
10291,191544.7540633316
891,267710.7707128808
2982,185204.71396931517
3818,264517.1569120229
2449,186933.3937406611
8317,164060.01614548016
4922,175840.74847395194
1257,242878.0057781773
9348,231217.54012740008
4176,182918.58965554673
10704,168594.2220598049
6624,116800.58982742856
5428,190142.82522616873
12749,179075.29507922265
8994,217341.37436647422
11513,138163.30296163366
3047,189789.52643854692
9519,208070.33010308907
12309,243999.51004498088
14081,270336.69902928243
8334,266146.46855019685
6343,177451.5934814043
14788,127491.89935015864
15748,438572.43500636425
153,240643.39668992968
14149,196251.76378497068
269,184997.00786449073
5452,130100.0534323841
721,171196.9158219468
5079,337598.8140182876
2831,124379.3986559337
10614,115807.19433468774
10131,272539.84920508706
9996,329966.061620537
3061,191176.91635672573
11733,327683.05658213096
3726,249615.8961517286
10929,226050.2788150979
9011,235732.35403592605
16182,283151.28731966176
4976,180898.3801951786
9897,248063.79571492533
1872,159126.0959490976
9205,399110.69264929986
5403,431054.8514168887
14074,198309.2731763648
6268,152606.98374543653
14232,161480.95518113184
8532,237212.51784986025
7034,328137.80913326837
6553,472335.3558225572
3133,174685.83818745197
8596,212148.4761020034
12389,256593.2550059775
14462,178178.18923384132
8860,300914.28951616114
8377,281875.99812401045
6367,322853.1043790043
6917,240041.3019893923
4216,201024.30183801256
5806,173499.3248355185
5438,186598.32052779684
6632,199631.3889334905
2650,144631.95497502646
5396,202915.63762887288
4044,151364.40254731668
1345,241814.5170735801
856,180082.41058049243
12791,265227.7349875707
12499,216531.0973441212
12249,129983.43461488155
14641,145519.82701918017
1919,158027.99786975753
7848,199374.15869785406
10749,186353.42574851675
15554,194691.6140305803
15834,171733.28276365102
1355,172659.82836175789
15451,184443.21805951002
12401,200567.17282003796
10290,170846.9483382655
9462,132260.97466797862
3103,240173.48217449733
3420,138339.44807741934
12262,241220.98996440033
5032,145056.42657641348
8949,304727.84578423144
15567,218770.89233290328
16389,148590.14862731524
7809,99698.9418670492
8990,161076.99534390515
16089,291041.5637580272
12743,107810.6237407529
5132,133790.49942512333
1619,281967.07462802355
2428,94267.27171011333
16741,162947.70353595115
13193,211813.5289059791
12588,422671.8679801918
5067,171947.40929503576
14685,128455.76141050791
2292,176052.98267264038
5746,124504.63691300614
12578,168997.23631396936
14834,162163.55062046705
2147,168352.2043665316
8222,132797.6080266379
10419,254347.58493481865
11492,218904.07330410005
3006,223639.08547504927
8761,195962.25321995202
15371,353030.3877200747
16367,161359.47097379193
6317,283271.8274392784
10878,256072.1586351355
3895,160904.73226919095
8041,208334.1854882056
13428,435036.16692411114
14669,144127.02202423834
1006,174276.91517073504
12271,182603.32454168916
3764,428875.188833843
7675,197255.64403846586
11709,267789.25170856656
8629,155088.48431495833
1105,346977.9769767795
6096,184716.3205114724
11727,208907.2385294242
5157,180514.8321216202
3679,140502.43429014317
1755,146061.81152229846
7391,195313.88968410902
7425,104878.0115860801
6882,393129.81995438115
10752,333596.1446909984
7472,222252.30399183134
14320,104338.11568267953
9596,160862.79679681733
5317,213600.38207636192
7378,92271.42348846694
16154,185355.37400714503
3464,194091.4667103614
4197,237313.08690564265
9477,114610.26950513474
12705,195086.9141886757
16426,206361.71444721747
1481,71347.25827955469
9946,242775.24111828546
12025,213314.8964537372
5341,243398.86921334255
9923,297317.4116401454
7953,218463.96040265693
11066,242377.9477786519
5037,165177.55190299114
2509,188025.68169271966
4937,325187.93216418166
12089,391189.2633286987
4964,176322.80251403086
16500,268144.03103542374
4625,141507.981491699
2363,385160.48929152417
8148,196293.84641264385
3804,180148.21853116923
4584,153856.68412810515
10694,118920.98871166547
2691,166022.562300543
2983,227040.4878682965
13563,335200.5879447537
10747,216145.94548089206
1721,203945.90386515562
2789,255709.44916015587
7214,251999.58971836526
8659,207181.40612184393
5107,228158.5884790562
3843,238344.3406217247
14610,405581.97502836125
15505,166073.3927978838
5060,254801.42943833463
16055,251450.14290082263
14963,213355.93536522967
4118,144715.12924683842
1672,192079.6697794483
3209,184259.8110579313
16515,144915.41052369087
973,174728.12760657672
12529,189411.42105161308
5896,121462.18576962301
5450,333734.29773208837
3249,171237.17364443492
8911,169773.07063631227
5898,211593.52323195207
1024,182657.5174193624
4766,212385.4830980859
15804,180115.41208958323
14303,213715.79833379015
10707,177006.0090970612
6605,213917.227005995
1138,354692.43770152703
14088,410695.71640340314
9154,178792.56723291232
8190,197753.73637318308
398,281599.0363171089
13302,234654.96285803887
9696,155460.11411827843
16786,118312.61619255549
16230,192253.33118865982
6552,189782.32070443683
923,206386.3666972714
9602,304477.6145613774
5857,284150.3827456735
8120,169022.98950814427
7134,190254.8385091157
11726,166536.61486861488
8069,120491.42367178811
12420,171930.81157185693
8604,179133.42313214944
4854,283510.5339658098
12212,188459.35936086153
12099,350900.5329210035
3882,405173.61131541856
6995,327904.16926209297
10172,222014.20418969422
11672,295950.7243768745
12897,285116.5583189845
16097,190089.13476880873
6779,280959.6918246426
11199,201922.026763576
10816,475280.202408365
143,399211.4046915088
5399,239658.5299834456
3286,151306.8951067278
13706,199736.6445975038
1935,401814.6247953228
16000,186262.80476592877
2860,212827.27728118107
11407,339198.0756694268
16378,275044.66095287807
12278,174509.26829578818
3842,164271.37155220573
2692,344730.17324409244
7699,192715.07845972513
6825,302043.1954066446
7268,361518.0322752497
1477,395002.2536109007
9887,176139.5731092802
9436,183247.63888863515
3179,228788.09627651804
1350,505774.35279576044
10643,203661.37464393702
5793,251177.404330952
11494,418205.451495075
4206,193028.54699216597
12419,240328.21598449603
8530,236392.15531825417
5985,146670.39946852447
8908,216101.65206503673
256,131064.24036422248
7234,187531.23007682222
5648,207039.67049851862
3014,226835.41754986867
2184,200605.15188787886
9189,266446.82700671005
14884,210605.23937668465
10333,154600.2516096663
15896,137677.73959657084
13269,143323.49092580043
8603,224569.00449260863
15087,182704.2625918195
4344,210169.2219125114
7981,76833.91833387829
10908,220299.251088313
6190,171874.83039535535
11742,205566.57972821547
9224,142843.34543310318
14667,202032.6581305161
458,180276.22303828254
2464,337261.87920720933
12320,242465.78277482637
278,201212.1484640867
2912,216968.77395939612
6698,207010.81154770456
4510,125557.41474505165
4183,185662.43073916895
5551,221179.17052292562
12187,169773.40398470213
7948,217465.01454262435
10808,187541.59771003702
12432,180889.37913334212
5356,170668.45365728348
8984,501427.78819930606
9203,187456.3183294615
15412,97397.33870948158
12041,130082.69277741839
7644,263769.0187863082
7071,210987.16267229713
10685,167719.5262216901
6763,194397.75218509437
940,138477.76304553793
14959,203840.95816067082
1338,160615.07373703393
5351,180009.7195381903
6524,194032.71875764817
12516,153412.53559490672
3288,270545.53912217694
3146,236242.48869473598
3954,179550.26693167654
11955,172156.71255080283
1211,214434.07000973102
15668,197641.2472562653
1320,89290.98251900527
9108,173275.87923283942
16482,186028.51033068518
5017,134935.87097858754
8290,216463.396811654
4304,391735.6069083326
1930,177722.49038419843
12530,171688.19898780316
11295,330476.8379272028
3002,150974.4299684112
15483,158861.85250736275
11525,197836.38895081964
13978,144043.82317899252
4885,181492.4776804623
8325,167344.77308883233
3630,124920.08532050515
9165,189376.58572168247
13945,224869.789043981
10663,190667.2983282793
14803,184017.5212534528
7621,173017.2717351463
8205,228473.13226115363
10387,204493.8461022059
5457,148218.96826219876
10234,328545.0313942355
6251,176556.13559958068
701,266830.5263089746
7930,173215.93875637036
15028,145765.78484087918
12172,81474.46438127584
5805,191222.71673783232
7411,274703.06529428344
14806,196634.79732293088
7890,164675.33944822114
10440,149684.41623862172
14926,171450.7636635242
5381,151058.78180377826
3800,411710.52505871304
10511,250454.35990513596
9324,243448.4626469644
3313,208248.59579606308
7351,155795.31868509806
8459,183972.49382060242
9957,123603.73006360995
12024,201699.88486635475
4380,233019.01816602162
5042,125608.81356135847
13289,145544.5482608654
13407,414846.5744540681
13258,147867.295128253
15993,266160.9206590889
12525,193089.6511996329
4062,235619.97187919356
12065,166474.92337689432
8227,187236.4754078748
11333,163844.83390668957
2867,138247.73177698767
3319,271693.41517763725
3523,319000.8669062837
7055,201955.82832470367
14930,178262.55569500153
3444,133015.66337710622
2940,302333.2919353581
6935,340382.27838232263
16116,382472.5146580466
13370,234247.41173331664
6103,213917.82611764738
7446,168502.77116330576
1859,185365.5896176104
4079,177941.6310080543
3228,166641.22968481187
9665,156797.84731202785
15957,377968.53901277465
11533,163557.24971737413
2314,129280.96838822876
4096,204360.17841520574
13437,180506.7079466672
5980,225918.14518960277
2008,195336.07649315547
6754,174734.9754918275
4129,165401.51386060056
14557,293301.26389404223
7096,360374.813435612
14297,260846.61247331824
3967,229040.2802964903
16485,124015.80443227167
13075,330850.72438897495
14289,206360.93198426164
10988,157101.1762813649
3230,148790.49547817383
13250,176782.55019237736
2559,188196.37569182052
7739,354452.67615904816
7213,166392.08084844393
6639,208661.7752274409
3164,290304.79442160967
15207,166384.81589600293
5113,188669.4383656346
3929,144870.7158979629
14493,244544.09004331287
11110,185730.1981475136
2033,205203.00643998894
16057,206257.38170474448
16709,215358.9111398119
14313,148260.73837247162
1028,283116.8816891519
7187,108810.58296135369
3738,301012.62232035014
9869,315970.6168980821
12644,200300.20527782495
3686,143970.1958596656
9196,271291.8396637542
12326,211200.02397126684
4936,202632.947376408
13314,171403.27251546775
9857,341873.8730243447
519,187303.96645627645
8410,176799.10483539774
1720,185438.97533640164
10341,251829.6709101328
14415,187350.57976212128
10613,280148.16197873687
8027,219524.55834841734
15539,260702.64139098825
7431,266956.9495417816
1370,147003.3187031102
12708,143027.44980586396
2250,214634.18280745202
14758,143803.6448527549
8525,330101.52795347123
1538,281491.9113012054
1142,158689.47798908196
1152,236271.15383652752
9802,186409.96497909544
3331,326047.5476816949
15203,181515.94012185434
4247,183716.03505379515
1976,387209.1690107093
2346,185986.04744852378
10078,242197.50515194572
1938,197768.69070916084
7819,180733.79303885292
2168,251490.55262615648
15634,223840.64389515133
8465,230440.16844590794
9313,158437.1271865776
6539,138790.809816265
6325,106097.57570698166
13442,265947.1064292734
9967,173352.00337013844
7893,243941.4985123389
2861,196881.86902443448
11031,293182.1410225704
15073,131404.9802371778
13837,169541.34640891443
2524,259882.20915445616
8617,207258.42863364582
13513,179851.34469232752
3081,307503.783198343
10675,352508.7357835747
1907,91813.57284874802
4872,234808.90050942343
16274,253256.3625445515
11837,241145.87427567915
16577,237909.99327034628
5231,317914.9301986417
11315,197362.43864344238
273,204493.8461022059
8363,231973.71841934978
4255,213488.14515264027
16330,230428.61904927736
11528,182097.5074470102
14799,249145.237081588
1611,252810.70582671187
9234,182252.10619231674
1633,114467.98690068569
6791,190587.64369071467
11567,357430.46782576246
3070,215788.58211917753
12094,240572.23686291697
14335,303500.71509354113
137,151562.51144891814
7182,160767.02741642395
11718,173371.0100905099
5194,112269.18412930399
97,357894.33182025666
5118,388744.8232387264
13920,307722.7824549878
9952,191748.75857896297
15337,207156.8428428137
10243,220978.78059538332
4048,397886.9960852466
171,159449.61950057177
11378,159770.48170064366
14190,172326.39546795262
15265,140650.50240980688
2740,139996.44811362433
5573,293228.7301648465
4481,227844.512848889
2631,149470.86820762724
4984,245322.31082570675
16466,176409.02556475406
16716,125655.17168901539
15325,178285.04170705652
10115,169805.56986241948
117,530604.2472627318
5476,105893.03343859411
11757,182228.16794926114
12359,121838.55541799184
15546,182034.9335718986
8133,159752.68777025666
9018,312127.5534912947
2075,165768.99912713104
11170,315029.5571902691
15733,203883.33121290212
9280,146702.87959318934
10734,342640.9697039685
14071,159522.21050896848
7373,221949.0761423684
14736,190181.58940742313
3458,123135.56537597382
6183,177003.30818835058
7825,216111.46306654057
16775,187217.7402097595
5717,173773.70737423594
12397,134594.18275497746
8189,415887.2710510749
4423,207027.85223777796
3994,130494.65569121881
10342,194297.89716348355
10051,189742.95791071164
9453,144448.99278294906
12593,477402.6767591467
1274,97237.8650941474
6933,348295.02862375975
1761,148743.04077573304
7157,354076.12042095873
15169,150783.52599202783
6792,366588.80376361165
13830,174488.4396928751
7240,162701.61095937656
3051,256937.69176966828
6550,116973.70829967903
4603,196208.3354181154
5729,170865.88770321084
13473,306800.4948450372
15104,141626.15073232166
6599,418987.5845968148
2216,270690.8453394258
8721,300850.9330829531
3645,193044.90799885875
8664,209440.6698225387
11001,210192.23993939962
753,159493.18807513782
8129,209742.38385426498
15235,175087.72655458475
3359,206493.6407125455
10424,208762.68255882303
10226,215563.8405866117
9252,186860.26053641734
3008,252877.93958495837
5849,172010.72511631204
8494,206041.3320354009
6764,299929.2544785342
12445,325503.4358850135
11716,187330.05952991862
4508,119523.81377915773
5669,193821.79449733777
11427,120512.27407314807
11065,191616.69053829397
8910,216742.03455230303
16401,242115.28874649925
11913,150936.02588530292
6221,197972.22943947962
10839,185825.12091028038
2809,202273.89980096952
13311,159724.55077067306
6866,190777.66346309026
6019,174755.00983350523
3024,160579.92618494597
1391,240198.8035286299
15904,216319.97570891547
15858,266876.8641007813
9911,256217.7792759252
16579,198232.28800169498
4394,270173.34344852366
1468,464705.2331774827
12965,153555.2433856221
2249,180145.03422346571
14384,157372.90506932343
13040,120276.27048592767
8872,143835.89307985085
12864,238355.975516743
15712,165941.18956962795
14049,174659.64636233452
1840,104631.74816243959
12019,163749.96209943434
8948,166979.90450946603
15154,236033.5920567148
6943,141279.29209363039
12564,359781.0740292511
12766,150578.3628495232
7255,228051.79497973187
7962,151881.84387168058
709,139678.15315543592
4634,150655.88411086268
889,230871.2156271271
4774,149264.9691600459
13890,165380.38535628145
15431,158840.79529750388
8726,351021.5083409644
10373,138790.0845253338
6413,198731.9371983892
9761,141117.65171264947
15864,173751.95329572336
6147,145751.43435933374
3384,253530.662820232
320,283918.22392987966
8006,170799.60792829178
14395,176574.85585731477
14976,104823.40618936546
12185,224377.32978369185
4779,125529.67345033174
8551,156678.3721177757
9025,273056.13693001133
10616,213470.1736942042
7475,112904.56751980161
6341,329048.4476847603
14163,142887.1707167818
2211,193899.445776383
10532,282345.0350793823
14338,139357.3118458232
831,177619.65489460086
3382,160679.20270312548
9209,254635.97272450206
7188,245751.07230553898
7197,208922.91846664692
11270,178339.7584796705
15918,96101.04852706296
6937,452141.20257994626
6178,186406.44861512512
10668,133111.20476196503
1413,274333.22088091925
6884,339972.0737971604
8266,197917.3053155076
14019,196328.5893628098
16764,144933.15251229037
15306,166892.83202543834
3740,207683.2435293655
5298,187386.24722352813
8319,186156.87014241732
4229,171574.40095807042
13429,205186.48102472
1753,454327.72720950196
860,268230.68252069695
14219,140671.6439735286
12113,200913.7882425141
11309,122849.85716055002
9930,206223.2884424711
10570,198237.22732401642
2839,145269.83811301706
6699,126878.05145602087
16647,120249.72072788562
5325,240623.55018770965
13733,173647.06354014782
7818,345086.7330311067
12505,220929.03829887934
9489,186292.38856383864
10106,188670.21979991093
7864,208471.75240087265
5134,273550.2470271105
11859,152325.41357070068
7440,376066.9547063229
1525,326595.740470451
7339,186413.35474174737
8,333271.54331991874
3248,119660.2984421463
8995,216888.48570072468
15178,68646.26597069736
8594,165918.0087957154
15770,228801.7097589324
15859,356665.1238972349
1735,312568.9117216413
11410,452981.8193542209
16397,153976.17371450763
3572,138091.90913438023
5501,113476.90186396535
969,181385.54982381655
6977,386029.4062570128
1233,175395.4856847282
4258,164825.46221165833
90,429845.1607186709
16650,180358.99892173117
197,109432.63566981527
12514,229944.2636801884
4367,181500.57633141882
3199,178221.5523253514
5600,208232.04125426832
11641,177708.35682921147
14609,118940.15805424667
12775,158727.62385199385
14240,155481.4133588764
7933,190971.34872983283
6945,345605.83691719617
14006,187943.48168967565
6320,237457.79760103082
12061,191227.26374349874
16369,213511.9965915871
16354,358301.11170013255
3970,310653.5372062839
1048,204485.46481315774
3639,221777.57118648334
14448,221334.40603592806
2812,414883.03021475475
3932,148060.11174717775
14875,316595.03844659135
8883,113756.54221424976
7622,267358.7004785736
7252,141517.87935463074
9751,180947.70960511424
2378,199013.22304716634
6816,237146.82729318758
15358,199782.44962835254
7843,168639.63105527326
10448,397911.66626372625
7840,297631.4575771807
8880,227356.4693470234
12551,324897.7958346664
15470,193515.09087416966
16207,196581.7538446193
12123,129132.32175242456
15247,329652.3938676362
7481,206614.16775548758
16171,351307.2195088044
7461,322025.13349107106
902,254492.1625053442
13094,160180.08519539685
11584,251951.49540087857
4462,212390.3564767048
15576,143870.57100453458
16606,251416.80662180975
5427,313188.3566363849
7725,159340.1705173124
5409,159610.49419723917
12579,129449.40487965313
12013,235309.26860615562
11321,184598.57033687734
9932,144083.40425512736
591,172624.0207359961
10357,200311.87538756707
3336,232888.25463789108
13,178875.14577249708
4809,199996.9482742683
7555,185189.5384881153
15172,344345.18843213056
6989,187009.60222300832
4707,176313.35670679345
2046,247925.90141122087
6495,110575.44067111176
3873,181616.11723698108
7061,203804.25109790594
12112,215784.86888843
8917,224134.08229277295
7735,155593.11401124668
16442,220978.78059538332
4244,165431.16237270247
3747,241219.3036916061
11086,188066.6261409624
10080,196423.35444129515
15057,281511.2492334286
1331,192788.56815242567
8891,163444.2663939005
13411,236621.00277947314
16730,232603.525462689
2267,190807.67138474726
3022,195013.68560411487
